고객명,성별,나이,직업,거주지,선호채널,연락처,결혼여부,자녀유무,거주 주택유형,주택 소유 여부,차량 보유 여부,차량명,연식,마케팅 활용 동의 여부,보험계약 변경 여부,보험계약 해지 여부,대출 여부,보험금 청구 유무,기타 상담 내용,자동차 보험 가입 여부,대물 보장금액,대인 보장금액,운행거리할인 특약 가입여부,생명보험 가입상품,총 납입보험료,보험계약 유지기간,대출 건수,대출 금액,대출상품,캠페인/동의정보,디지털접촉횟수,조회 정보,관심 이벤트,제공 정보
임채윤,여성,28,교사,창원,대면,010-7318-3124,결혼,예,빌라,아니오,아니오,,,예,아니오,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,암보험,2464276,1,2,5467813,담보대출,아니오,38,8,결제 기한,앱 알림
강하늘,여성,21,변호사,수원,온라인,010-2439-2760,미혼,아니오,연립주택,예,아니오,,,예,예,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,연금상품,162031,10,3,4062732,담보대출,아니오,21,11,할인 혜택,전화
김민수,남성,41,프로그램 개발자,대구,온라인,010-5993-7472,미혼,아니오,아파트,아니오,예,포드,2005,아니오,예,아니오,아니오,아니오,해지 문의,예,456713226,무한,아니오,정기상품,1438169,9,3,6121599,보험계약대출,예,27,19,신제품 출시,앱 알림
정수호,여성,46,운동선수,울산,전화,010-9839-6105,결혼,아니오,오피스텔,아니오,예,쏘나타,2023,아니오,예,아니오,예,아니오,기타,예,644351110,무한,아니오,정기상품,3161137,19,2,939521,,예,9,11,신제품 출시,SMS
최지안,여성,51,엔지니어,성남,이메일,010-5867-4655,미혼,아니오,오피스텔,아니오,아니오,,,예,아니오,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,암보험,3610544,2,0,7541197,,예,45,13,결제 기한,이메일
이시현,여성,23,운동선수,창원,온라인,010-3587-8890,결혼,예,빌라,예,아니오,,,예,아니오,예,아니오,아니오,해지 문의,아니오,0,0,아니오,정기상품,2535612,11,2,8831491,담보대출,아니오,39,12,할인 혜택,SMS
이유나,여성,34,회계사,울산,온라인,010-7163-9889,결혼,아니오,연립주택,예,예,K5,2013,아니오,아니오,예,예,예,보험료 문의,예,125325938,무한,아니오,연금상품,170596,8,1,601968,보험계약대출,아니오,29,0,결제 기한,이메일
강도윤,남성,44,예술가,서울,대면,010-5586-5469,결혼,예,오피스텔,아니오,예,포드,2011,예,아니오,예,아니오,아니오,해지 문의,예,710513124,무한,아니오,정기상품,3009411,3,1,9712167,보험계약대출,아니오,5,13,할인 혜택,전화
최은지,여성,38,물리치료사,성남,전화,010-2177-4916,미혼,아니오,아파트,아니오,아니오,,,예,아니오,예,아니오,아니오,기타,아니오,0,0,아니오,암보험,2577725,19,3,0,,예,10,12,정책 알림,SMS
장지영,여성,62,엔지니어,성남,전화,010-2369-5604,결혼,예,아파트,예,예,아우디,2008,아니오,아니오,예,예,예,계약 변경 요청,예,279894841,무한,아니오,정기상품,2282205,12,0,5074262,담보대출,예,11,19,할인 혜택,앱 알림
박나영,여성,37,사진작가,서울,전화,010-2831-3894,결혼,예,빌라,아니오,아니오,,,예,아니오,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,3592988,3,1,0,신용대출,예,44,14,할인 혜택,전화
윤연우,남성,67,기자,울산,이메일,010-5540-2767,결혼,예,주택,예,예,BMW,2023,예,예,아니오,예,아니오,보험료 문의,예,925542092,무한,아니오,종신상품,3202792,17,2,6888279,,예,33,1,결제 기한,SMS
김은빈,여성,65,사진작가,성남,온라인,010-6990-1455,결혼,아니오,연립주택,아니오,예,아반떼,2005,예,예,예,예,예,계약 변경 요청,예,189872639,무한,예,정기상품,568448,9,2,663719,,아니오,31,7,신제품 출시,전화
정서하,여성,51,소프트웨어 엔지니어,부산,온라인,010-5227-5800,미혼,아니오,아파트,아니오,아니오,,,아니오,예,아니오,아니오,예,해지 문의,아니오,0,0,아니오,연금상품,2611903,18,3,6449226,신용대출,아니오,28,4,결제 기한,앱 알림
김동민,여성,49,바리스타,광주,대면,010-5502-9337,결혼,아니오,빌라,예,예,쏘나타,2020,아니오,아니오,아니오,아니오,예,보장 내용 문의,예,988385670,무한,예,암보험,3855257,18,3,0,신용대출,아니오,23,10,신제품 출시,SMS
이재희,여성,44,소프트웨어 엔지니어,대전,이메일,010-8303-1614,미혼,아니오,오피스텔,예,아니오,,,예,아니오,예,아니오,아니오,기타,아니오,0,0,아니오,연금상품,3714753,3,3,1731687,,예,42,0,정책 알림,이메일
윤지훈,남성,58,변호사,인천,대면,010-8142-9114,결혼,아니오,오피스텔,예,예,쏘나타,2013,예,예,아니오,아니오,아니오,계약 변경 요청,예,565268568,무한,아니오,연금상품,2450653,5,1,3388268,보험계약대출,예,41,10,정책 알림,전화
강연우,남성,47,사진작가,대전,이메일,010-7975-4417,미혼,아니오,빌라,예,아니오,,,아니오,아니오,아니오,예,예,계약 변경 요청,아니오,0,0,아니오,암보험,4901477,4,2,8633564,보험계약대출,예,28,7,신제품 출시,전화
임예지,여성,33,엔지니어,울산,대면,010-8609-7689,결혼,아니오,주택,예,예,아반떼,2000,예,아니오,예,아니오,예,보험료 문의,예,189048258,무한,예,암보험,368544,4,1,0,,예,14,1,결제 기한,SMS
정유진,여성,20,의사,대구,전화,010-8975-6851,결혼,예,아파트,예,아니오,,,예,예,예,아니오,아니오,기타,아니오,0,0,아니오,종신상품,3960894,1,0,3561867,보험계약대출,예,4,13,신제품 출시,전화
장하영,여성,46,의사,수원,이메일,010-9007-1551,결혼,아니오,연립주택,예,아니오,,,예,아니오,예,아니오,아니오,기타,아니오,0,0,아니오,정기상품,2158742,12,1,1315081,,예,37,17,정책 알림,SMS
강윤서,여성,40,연구원,광주,온라인,010-4311-3138,미혼,아니오,연립주택,아니오,아니오,,,아니오,예,아니오,예,예,해지 문의,아니오,0,0,아니오,암보험,1425602,7,3,6517372,보험계약대출,아니오,31,3,신제품 출시,전화
정동현,여성,41,변호사,수원,대면,010-9784-7472,결혼,아니오,오피스텔,아니오,예,벤츠,2012,예,예,아니오,아니오,아니오,해지 문의,예,845014652,무한,아니오,정기상품,3479926,10,1,0,담보대출,아니오,1,1,정책 알림,앱 알림
박재희,여성,30,번역가,수원,온라인,010-3486-1463,결혼,아니오,빌라,예,예,BMW,2003,예,예,예,예,예,기타,예,319478409,무한,예,연금상품,412827,19,2,0,보험계약대출,예,23,11,결제 기한,이메일
이동민,여성,31,번역가,창원,이메일,010-7053-2943,미혼,아니오,아파트,아니오,아니오,,,아니오,아니오,아니오,아니오,예,보장 내용 문의,아니오,0,0,아니오,정기상품,894915,19,1,1563487,신용대출,아니오,28,3,정책 알림,이메일
최연재,여성,61,프로그램 개발자,인천,이메일,010-7652-2768,미혼,아니오,연립주택,아니오,아니오,,,예,아니오,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,정기상품,1340512,15,0,6199283,신용대출,예,26,0,할인 혜택,전화
정동민,여성,26,프로그램 개발자,울산,이메일,010-3858-4947,결혼,예,주택,아니오,예,BMW,2023,예,예,아니오,예,아니오,보장 내용 문의,예,353296586,무한,아니오,정기상품,2563755,3,1,7927555,신용대출,예,7,2,할인 혜택,전화
최동민,여성,20,디자이너,인천,이메일,010-9386-6967,결혼,예,주택,아니오,아니오,,,아니오,아니오,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,종신상품,463907,12,0,808267,신용대출,예,22,7,신제품 출시,이메일
임정수,여성,46,엔지니어,대구,온라인,010-9916-1979,미혼,아니오,오피스텔,아니오,아니오,,,아니오,예,예,예,예,보장 내용 문의,아니오,0,0,아니오,정기상품,1538509,18,1,6160691,신용대출,아니오,48,17,결제 기한,SMS
강지윤,여성,36,번역가,광주,대면,010-9106-2902,미혼,아니오,연립주택,예,예,K5,2015,예,아니오,아니오,예,아니오,기타,예,870537416,무한,예,암보험,672333,19,2,8282338,신용대출,아니오,0,0,신제품 출시,이메일
김윤서,여성,27,기자,대전,전화,010-9975-2205,미혼,아니오,빌라,예,예,스포티지,2013,예,아니오,아니오,아니오,아니오,계약 변경 요청,예,205217740,무한,예,정기상품,1185970,10,0,3318989,,아니오,0,8,할인 혜택,전화
강예솔,여성,24,디자이너,광주,온라인,010-9606-4424,미혼,아니오,주택,아니오,예,포드,2004,아니오,예,아니오,예,예,해지 문의,예,526698916,무한,예,암보험,584755,9,1,7460115,신용대출,예,32,12,결제 기한,이메일
최하늘,여성,51,작가,창원,전화,010-3568-4657,결혼,예,주택,예,아니오,,,예,아니오,예,아니오,아니오,기타,아니오,0,0,아니오,종신상품,2214940,20,2,7663113,,아니오,28,9,정책 알림,전화
장현서,남성,20,소프트웨어 엔지니어,대구,이메일,010-3794-1860,결혼,예,빌라,아니오,아니오,,,아니오,예,아니오,예,예,기타,아니오,0,0,아니오,종신상품,1977273,7,2,0,담보대출,아니오,40,7,정책 알림,SMS
조철수,남성,63,디자이너,광주,이메일,010-3587-3898,결혼,아니오,빌라,아니오,아니오,,,예,예,예,예,아니오,계약 변경 요청,아니오,0,0,아니오,암보험,3319912,3,3,4170663,,예,18,14,할인 혜택,SMS
정하영,여성,52,연구원,대전,대면,010-9787-5028,미혼,아니오,주택,아니오,예,그랜저,2011,예,아니오,예,아니오,아니오,보장 내용 문의,예,666032296,무한,아니오,연금상품,4912749,13,1,263347,,아니오,23,8,정책 알림,이메일
장서준,여성,47,요리사,대구,이메일,010-1793-2260,미혼,아니오,연립주택,예,예,벤츠,2010,예,예,예,아니오,아니오,보장 내용 문의,예,638388253,무한,아니오,정기상품,603145,9,2,8815423,보험계약대출,아니오,21,19,결제 기한,전화
이연우,남성,68,의사,창원,전화,010-6980-2802,결혼,아니오,아파트,예,아니오,,,예,아니오,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,연금상품,1296139,14,0,0,담보대출,아니오,3,19,신제품 출시,SMS
조예솔,여성,31,물리치료사,성남,온라인,010-4200-8782,미혼,아니오,주택,예,아니오,,,예,예,아니오,아니오,아니오,기타,아니오,0,0,아니오,암보험,4444171,16,2,0,신용대출,예,41,0,결제 기한,SMS
이연서,여성,39,의사,부산,온라인,010-8879-5844,결혼,아니오,아파트,예,아니오,,,아니오,아니오,아니오,아니오,예,해지 문의,아니오,0,0,아니오,종신상품,2334907,18,2,9476042,담보대출,예,44,12,정책 알림,앱 알림
정하진,여성,45,의사,창원,대면,010-6401-2784,결혼,예,아파트,예,아니오,,,아니오,예,아니오,예,예,계약 변경 요청,아니오,0,0,아니오,암보험,2271994,8,0,0,,아니오,16,14,정책 알림,이메일
정민경,여성,25,프로그램 개발자,울산,온라인,010-6777-4512,미혼,아니오,연립주택,아니오,예,포드,2020,예,아니오,아니오,예,아니오,계약 변경 요청,예,474130101,무한,아니오,연금상품,3411192,3,3,6316220,신용대출,아니오,17,12,결제 기한,이메일
정나영,여성,53,소프트웨어 엔지니어,창원,이메일,010-5595-9191,결혼,아니오,주택,예,아니오,,,아니오,아니오,아니오,예,예,계약 변경 요청,아니오,0,0,아니오,종신상품,164540,11,2,0,,예,0,18,결제 기한,SMS
최연서,여성,33,엔지니어,광주,온라인,010-8097-9784,미혼,아니오,빌라,아니오,예,벤츠,2012,예,예,아니오,예,예,보장 내용 문의,예,402590790,무한,예,암보험,821052,5,0,6136682,신용대출,아니오,2,9,할인 혜택,전화
김시안,여성,40,번역가,광주,온라인,010-5152-9480,결혼,아니오,연립주택,아니오,아니오,,,아니오,예,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,264999,12,2,1498355,신용대출,아니오,0,11,결제 기한,SMS
이연우,남성,57,연구원,창원,대면,010-2428-5991,미혼,아니오,아파트,아니오,아니오,,,아니오,예,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,종신상품,1248487,3,3,8267954,담보대출,아니오,48,9,신제품 출시,앱 알림
이연재,여성,42,디자이너,인천,전화,010-5809-7211,결혼,아니오,빌라,아니오,예,쏘나타,2001,아니오,아니오,아니오,아니오,예,계약 변경 요청,예,424352375,무한,예,종신상품,1506726,8,3,0,신용대출,예,15,9,결제 기한,앱 알림
최하윤,여성,23,간호사,대구,대면,010-2156-5230,미혼,아니오,주택,아니오,예,아우디,2014,아니오,예,예,아니오,예,기타,예,123091639,무한,아니오,연금상품,3175490,18,0,2198717,신용대출,아니오,32,7,할인 혜택,이메일
이예나,여성,60,연구원,인천,전화,010-6595-6214,미혼,아니오,아파트,예,예,K5,2021,예,예,아니오,예,예,보험료 문의,예,197523086,무한,아니오,암보험,1410799,4,0,5696801,담보대출,아니오,11,20,결제 기한,전화
최하윤,여성,21,교사,광주,대면,010-8502-2119,결혼,아니오,아파트,예,아니오,,,예,예,아니오,예,아니오,기타,아니오,0,0,아니오,정기상품,3347504,2,3,0,담보대출,예,44,7,할인 혜택,앱 알림
윤하준,남성,38,소프트웨어 엔지니어,부산,대면,010-6517-3417,결혼,아니오,빌라,예,예,K5,2011,아니오,아니오,예,예,예,보장 내용 문의,예,671886659,무한,예,정기상품,1494143,17,1,0,신용대출,아니오,46,13,할인 혜택,이메일
이승우,남성,46,연구원,광주,전화,010-9375-3489,결혼,아니오,오피스텔,예,예,K5,2021,예,예,예,예,아니오,해지 문의,예,181283388,무한,예,정기상품,3059035,9,3,0,,예,2,0,신제품 출시,SMS
최승환,여성,40,작가,대전,대면,010-6144-6347,미혼,아니오,오피스텔,예,예,포드,2004,예,아니오,예,아니오,예,기타,예,763151624,무한,아니오,연금상품,3236233,20,2,0,신용대출,아니오,41,6,신제품 출시,앱 알림
조예성,남성,57,의사,울산,이메일,010-1034-5212,미혼,아니오,아파트,예,예,벤츠,2019,아니오,아니오,예,아니오,아니오,기타,예,254046014,무한,아니오,정기상품,768620,12,0,5692478,보험계약대출,예,35,5,정책 알림,앱 알림
임태훈,여성,67,작가,서울,이메일,010-5773-1609,결혼,아니오,주택,예,예,쏘나타,2020,예,아니오,예,예,예,보험료 문의,예,910101245,무한,예,암보험,300856,16,2,0,신용대출,아니오,27,3,정책 알림,이메일
정수민,여성,30,의사,부산,온라인,010-7854-9029,미혼,아니오,아파트,아니오,예,K5,2007,예,예,예,예,아니오,보험료 문의,예,297458002,무한,예,암보험,1013083,19,0,0,담보대출,예,14,1,할인 혜택,이메일
김수민,여성,66,엔지니어,창원,전화,010-2918-1037,미혼,아니오,오피스텔,아니오,아니오,,,아니오,아니오,예,아니오,아니오,해지 문의,아니오,0,0,아니오,암보험,1742019,20,1,8450559,신용대출,예,0,7,정책 알림,이메일
정지윤,여성,49,연구원,대전,전화,010-9816-1482,미혼,아니오,오피스텔,아니오,예,K5,2013,아니오,예,예,아니오,아니오,보험료 문의,예,220116216,무한,아니오,종신상품,4301176,10,3,8915952,담보대출,아니오,8,1,할인 혜택,SMS
윤나은,여성,57,변호사,광주,온라인,010-4921-6685,결혼,예,주택,아니오,예,아반떼,2005,아니오,아니오,예,예,예,계약 변경 요청,예,457804604,무한,예,정기상품,3300557,13,3,0,담보대출,예,7,3,결제 기한,SMS
이하온,여성,60,예술가,부산,온라인,010-2883-6393,미혼,아니오,연립주택,아니오,아니오,,,예,예,아니오,예,아니오,기타,아니오,0,0,아니오,종신상품,385240,9,1,0,신용대출,예,48,0,정책 알림,SMS
